participant_id,full_name,nationality,gender,age_group,occupation,university_institution,study_level,year_of_study,subject_area,prior_ai_experience,condition,session_datetime,session_duration_mins,suspicion_probe,financial_literacy_score_0_3,need_for_cognition_1_5,technology_disposition_1_5,ai_follow_rate_0_1,decision_accuracy_rate_0_1,calibration_score,avg_confidence_1_5,avg_response_time_ms,ai_errors_caught_0_3,override_correct_count,override_wrong_count,mental_model_estimate_pct,mental_model_accurate,trust_in_automation_1_7,perceived_fairness_1_7,appeal_intent_1_5,retrust_organisation_1_5
P0631,Jeba A. Akter,Bangladeshi,Female,18-22,Undergraduate student,Brunel University London,BSc / BEng / BA,Year 4,Psychology,Low,C_counterfactual,2026-08-05 11:06:24,57.7,Yes — I thought it was about trust in AI,0,1.7,3.2,0.5,0.8,-0.31,3.5,17401,3,3,2,74,True,3.52,5.65,4,5
P0632,Mahmudul A. Karim,Bangladeshi,Male,23-27,Undergraduate student,BUET,PhD / MPhil,Completed,Software Engineering,Low,B_surface,2026-08-13 10:02:12,53.6,No,2,3.5,2.9,0.5,0.6,0.0,3.0,17046,2,2,3,64,True,4.19,3.81,3,3
P0633,Nurjahan A. Begum,Bangladeshi,Female,18-22,Undergraduate student,Goldsmiths University of London,BSc / BEng / BA,PhD Year 1,Cybersecurity,High,A_no_explanation,2026-08-12 09:09:11,53.1,Yes — I thought it was about trust in AI,2,2.5,3.4,0.7,0.8,0.218,2.7,14987,2,2,1,42,False,3.92,2.13,4,3
P0634,Badrul A. Alam,Bangladeshi,Male,23-27,Student & part-time worker,University of Westminster,MSc / MA / MEng,Year 3,Digital Marketing,None,B_surface,2026-08-13 12:00:10,55.9,No,3,2.8,4.9,0.7,0.8,0.2,2.8,16478,2,2,1,73,True,4.7,5.92,5,4
P0635,Sharif A. Ahmed,Bangladeshi,Male,28-32,Postgraduate student (MSc),University of Hertfordshire,MSc / MA / MEng,Year 3,Finance & Accounting,Moderate,B_surface,2026-08-04 10:22:53,44.8,Unsure,0,4.1,2.6,0.5,0.6,0.068,2.8,16740,2,2,3,76,True,4.76,4.16,3,4
P0636,Oliver A. Smith,British,Male,28-32,Undergraduate student,Anglia Ruskin University,MSc / MA / MEng,Completed,Finance & Accounting,High,B_surface,2026-08-03 10:00:23,56.6,No,1,3.6,4.0,0.7,0.8,-0.444,2.7,14604,2,2,1,83,False,3.85,2.72,4,5
P0637,Shahed A. Alam,Bangladeshi,Male,18-22,PhD researcher,University of Surrey,MSc / MA / MEng,Completed,International Business,High,B_surface,2026-08-04 10:05:17,36.5,No,1,4.6,3.8,0.2,0.5,0.316,3.0,19451,3,3,5,71,True,4.09,5.5,2,4
P0638,Amna A. Siddiqui,Pakistani,Female,18-22,Undergraduate student,Brunel University London,MSc / MA / MEng,Year 1,Health Informatics,High,B_surface,2026-08-03 15:57:08,55.8,Somewhat — thought it was about AI accuracy,2,3.2,2.6,0.2,0.3,-0.413,3.3,19046,2,2,6,77,True,3.65,3.61,2,5
P0639,Hafizur A. Rahman,Bangladeshi,Male,28-32,Postgraduate student (MSc),Daffodil International University,MSc / MA / MEng,Year 4,Education Technology,Low,B_surface,2026-08-15 16:41:16,54.9,No,2,3.7,3.4,0.4,0.5,0.299,3.3,16617,2,2,4,64,True,4.11,4.92,4,5
P0640,Azlan A. Ishak,Malaysian,Male,23-27,Graduate (recent),University of Surrey,BSc / BEng / BA,Year 1,International Business,Moderate,B_surface,2026-08-04 10:51:32,36.6,No,0,1.4,4.4,0.5,0.6,0.73,2.5,17663,2,2,3,68,True,5.39,5.77,3,2
P0641,Runa A. Begum,Bangladeshi,Female,18-22,Postgraduate student (MBA),Daffodil International University,Prefer not to say,Year 3,Cybersecurity,Moderate,C_counterfactual,2026-08-02 11:18:07,49.7,Yes — I thought it was about trust in AI,2,3.4,3.9,0.1,0.4,0.175,3.1,24264,3,3,6,68,True,3.1,6.65,5,3
P0642,Zubayer A. Hossain,Bangladeshi,Male,28-32,Postgraduate student (MSc),University of Reading,Not a student,Year 1,Cybersecurity,Moderate,B_surface,2026-08-03 16:01:55,56.8,Somewhat — thought it was about usability,1,3.3,3.2,1.0,0.7,-0.184,3.1,13906,0,0,0,82,False,3.46,4.65,1,3
P0643,Sara A. Butt,Pakistani,Female,28-32,Postgraduate student (MBA),North South University,BSc / BEng / BA,Year 2,Human-Computer Interaction,None,B_surface,2026-08-06 15:08:51,49.0,No,3,2.8,2.4,0.5,0.6,-0.281,3.2,16721,2,2,3,51,False,4.35,5.01,3,2
P0644,Harunur A. Rashid,Bangladeshi,Male,28-32,Postgraduate student (MSc),Goldsmiths University of London,HND / Foundation,Year 4,Graphic Design,None,C_counterfactual,2026-08-02 11:32:25,53.1,No,3,2.5,2.5,0.7,0.6,0.272,3.3,18268,1,1,2,66,True,4.0,4.76,3,4
P0645,Ananya A. Krishnan,Indian,Female,23-27,Postgraduate student (MSc),Goldsmiths University of London,MSc / MA / MEng,Year 4,Media & Communication,Low,B_surface,2026-08-08 10:52:14,37.3,No,3,3.4,3.6,0.7,0.4,-0.346,2.9,14315,0,0,3,72,True,4.66,4.13,2,3
P0646,Arman A. Hossain,Bangladeshi,Male,28-32,Postgraduate student (MSc),University of Surrey,BSc / BEng / BA,PhD Year 1,Data Science & AI,High,A_no_explanation,2026-08-02 12:51:08,52.1,Yes — I thought it was about trust in AI,0,1.4,4.1,0.5,0.6,-0.408,2.6,15626,2,2,3,47,False,4.78,3.0,2,4
P0647,Vinod A. Pandey,Indian,Male,23-27,Postgraduate student (MSc),Daffodil International University,MSc / MA / MEng,PhD Year 3,Health Informatics,High,B_surface,2026-08-03 10:57:46,57.9,Somewhat — thought it was about usability,2,2.4,3.6,0.4,0.5,0.535,3.2,16330,2,2,4,72,True,3.48,5.31,4,3
P0648,Tawhid A. Islam,Bangladeshi,Male,23-27,Undergraduate student,University of Hertfordshire,BSc / BEng / BA,Year 1,Computer Science,None,A_no_explanation,2026-08-10 10:11:11,53.6,Unsure,1,4.6,3.0,0.5,0.4,-0.175,2.9,15572,1,1,4,52,False,4.39,4.29,3,3
P0649,Jack A. Taylor,British,Male,28-32,Undergraduate student,Daffodil International University,MSc / MA / MEng,PhD Year 2,Psychology,Moderate,A_no_explanation,2026-08-03 11:44:51,52.3,No,3,2.7,2.9,0.3,0.4,0.341,2.8,18538,2,2,5,61,True,3.67,5.53,2,3
P0650,Umme A. Habiba,Bangladeshi,Female,28-32,PhD researcher,University of Surrey,BSc / BEng / BA,Year 2,International Business,Low,C_counterfactual,2026-08-08 15:56:42,62.4,No,1,3.5,3.6,0.8,0.5,-0.108,3.5,17046,0,0,2,59,False,3.32,5.01,5,2
P0651,Shamsul A. Alam,Bangladeshi,Male,23-27,Undergraduate student,Anglia Ruskin University,BSc / BEng / BA,Year 1,Business & Management,Moderate,A_no_explanation,2026-08-09 13:13:31,48.5,No,2,3.1,3.4,0.8,0.7,-0.405,2.9,15045,1,1,1,70,True,4.97,5.72,2,2
P0652,Kemi Okonkwo,Nigerian,Female,23-27,Undergraduate student,University of Hertfordshire,BSc / BEng / BA,PG Year 2,Digital Marketing,Moderate,A_no_explanation,2026-08-14 15:29:31,63.5,Somewhat — thought it was about AI accuracy,1,1.2,2.9,0.5,0.4,-0.052,3.3,16153,1,1,4,83,False,5.74,5.39,1,3
P0653,Peng A. Sun,Chinese,Male,23-27,Postgraduate student (MBA),Oxford Brookes University,MSc / MA / MEng,Completed,International Business,None,C_counterfactual,2026-08-06 13:02:18,42.9,No,2,4.1,3.1,0.6,0.5,0.455,3.3,17758,1,1,3,100,False,4.07,5.03,4,2
P0654,Kola Adesanya,Nigerian,Male,18-22,Postgraduate student (MSc),University of Dhaka,MBA,PG Year 2,Human-Computer Interaction,Low,C_counterfactual,2026-08-11 09:23:19,56.0,No,3,3.0,4.0,0.4,0.5,0.267,2.8,19646,2,2,4,89,False,4.04,3.82,4,4
P0655,Mujibur A. Rahman,Bangladeshi,Male,18-22,PhD researcher,Kingston University London,MSc / MA / MEng,Year 2,Human-Computer Interaction,Low,A_no_explanation,2026-08-04 10:18:53,52.1,Yes — I thought it was about trust in AI,3,3.7,2.5,0.8,0.9,-0.306,3.2,14113,2,2,0,68,True,4.35,5.04,1,3
P0656,Jaya A. Chauhan,Indian,Female,23-27,Undergraduate student,Goldsmiths University of London,Prefer not to say,Year 1,Data Science & AI,High,C_counterfactual,2026-08-12 13:33:44,40.6,No,2,3.8,4.6,0.4,0.7,0.327,2.9,19040,3,3,3,83,False,4.04,4.92,5,3
P0657,Anwara A. Begum,Bangladeshi,Female,23-27,Postgraduate student (MBA),Anglia Ruskin University,MSc / MA / MEng,Year 3,Software Engineering,None,C_counterfactual,2026-08-03 12:18:43,50.0,Unsure,0,2.7,2.2,0.6,0.5,-0.535,3.2,19103,1,1,3,65,True,4.1,7.0,3,2
P0658,Rejwan A. Ahmed,Bangladeshi,Male,23-27,Undergraduate student,Kingston University London,Not a student,Year 1,Data Science & AI,Moderate,A_no_explanation,2026-08-02 10:16:08,48.6,Somewhat — thought it was about AI accuracy,3,3.1,5.0,0.6,0.5,0.0,2.6,16488,1,1,3,71,True,4.39,6.19,2,2
P0659,Tarek A. Hossain,Bangladeshi,Male,41-50,Postgraduate student (MSc),Oxford Brookes University,MSc / MA / MEng,Year 2,Software Engineering,Moderate,A_no_explanation,2026-08-02 14:27:17,61.8,No,1,3.1,2.1,0.7,0.8,0.149,3.3,14805,2,2,1,54,False,4.05,3.16,3,3
P0660,Siamul A. Islam,Bangladeshi,Male,23-27,Postgraduate student (MSc),Kingston University London,BSc / BEng / BA,PG Year 2,Software Engineering,Moderate,B_surface,2026-08-02 10:40:45,51.7,No,1,4.3,3.6,0.7,0.6,-0.117,2.9,15207,1,1,2,76,True,4.76,3.9,5,4
P0661,Olivia B. Morris,British,Female,23-27,Working professional,University of Dhaka,BSc / BEng / BA,Year 2,Graphic Design,High,B_surface,2026-08-02 10:39:51,57.5,Somewhat — thought it was about usability,1,4.7,4.0,0.3,0.6,0.393,2.9,19071,3,3,4,48,False,3.66,4.79,3,2
P0662,Rong He,Chinese,Female,23-27,Undergraduate student,Oxford Brookes University,PhD / MPhil,Year 4,Graphic Design,None,C_counterfactual,2026-08-07 14:19:16,46.5,No,2,3.8,4.6,0.5,0.6,0.272,3.3,20443,2,2,3,81,False,4.78,4.24,3,2
P0663,Zara Shaikh,Other,Female,23-27,Postgraduate student (MSc),BUET,Not a student,Completed,Health Informatics,None,C_counterfactual,2026-08-06 14:25:25,63.2,No,2,2.2,4.2,0.6,0.5,0.697,3.3,18024,1,1,3,64,True,4.15,6.82,4,4
P0664,Ruhul A. Amin,Bangladeshi,Male,23-27,Undergraduate student,University of Bedfordshire,MSc / MA / MEng,PG Year 2,International Business,Moderate,C_counterfactual,2026-08-11 09:17:53,60.2,No,2,2.6,4.4,0.4,0.3,0.447,3.1,19898,1,1,5,86,False,5.35,5.75,5,5
P0665,Rekha B. Bose,Indian,Female,28-32,Undergraduate student,BUET,PhD / MPhil,Completed,Psychology,Moderate,B_surface,2026-08-12 14:05:14,54.1,No,2,4.0,2.1,0.6,0.5,-0.124,3.5,16253,1,1,3,63,True,4.45,2.88,3,3
P0666,Mizanur A. Rahman,Bangladeshi,Male,23-27,Postgraduate student (MBA),Daffodil International University,MSc / MA / MEng,Completed,Cybersecurity,Moderate,B_surface,2026-08-03 16:14:25,44.8,Somewhat — thought it was about AI accuracy,2,2.4,2.9,0.5,0.4,0.515,3.2,15508,1,1,4,81,False,4.95,4.16,4,5
P0667,Ratna A. Akter,Bangladeshi,Female,28-32,Postgraduate student (MSc),BRAC University,MSc / MA / MEng,Year 4,Business & Management,None,C_counterfactual,2026-08-11 09:42:23,57.1,No,0,3.4,2.8,0.9,0.8,0.167,3.2,17903,1,1,0,56,False,4.21,5.62,3,4
P0668,David Osei,Other,Male,23-27,Undergraduate student,Anglia Ruskin University,BSc / BEng / BA,PhD Year 2,Computer Science,None,B_surface,2026-08-09 12:01:18,57.0,No,0,2.8,3.7,0.7,0.6,0.073,2.6,15921,1,1,2,78,True,4.72,3.86,3,3
P0669,Nabila A. Islam,Bangladeshi,Female,33-40,Postgraduate student (MSc),BUET,MSc / MA / MEng,Year 1,Data Science & AI,Low,B_surface,2026-08-08 16:25:23,64.7,Yes — I thought it was about trust in AI,3,2.5,3.0,1.0,0.7,0.179,3.3,13814,0,0,0,63,True,3.99,4.68,3,2
P0670,Taslima A. Begum,Bangladeshi,Female,18-22,Academic / lecturer,London Metropolitan University,MSc / MA / MEng,PhD Year 3,International Business,Moderate,C_counterfactual,2026-08-02 14:00:36,51.4,Somewhat — thought it was about AI accuracy,2,4.0,3.7,0.5,0.4,0.089,3.4,19733,1,1,4,76,True,2.91,5.81,4,3
P0671,Lucy B. Turner,British,Female,18-22,Postgraduate student (MBA),"University for the Creative Arts, Farnham",Prefer not to say,PG Year 1,Business & Management,Low,B_surface,2026-08-03 13:03:21,60.8,No,2,2.0,3.7,0.8,0.7,-0.375,3.3,14748,1,1,1,69,True,3.42,4.78,3,3
P0672,Shafiqur A. Rahman,Bangladeshi,Male,33-40,Undergraduate student,University of Westminster,Prefer not to say,PG Year 1,Education Technology,High,A_no_explanation,2026-08-08 13:16:44,47.6,Yes — I thought it was about trust in AI,2,3.9,1.1,0.8,0.5,-0.447,3.0,14658,0,0,2,37,False,4.87,2.56,2,1
P0673,Jing Wu,Chinese,Female,18-22,Postgraduate student (MSc),Coventry University,MSc / MA / MEng,Year 3,Graphic Design,Low,B_surface,2026-08-02 11:14:13,41.5,Somewhat — thought it was about usability,2,1.9,3.5,0.6,0.3,0.048,3.3,17284,0,0,4,71,True,4.19,5.55,3,3
P0674,Andrew A. Wright,British,Male,33-40,Undergraduate student,BUET,BSc / BEng / BA,PhD Year 3,Digital Marketing,High,C_counterfactual,2026-08-03 15:29:59,67.4,No,2,2.9,3.4,0.6,0.5,0.302,3.6,17412,1,1,3,75,True,5.13,5.15,5,5
P0675,Bayzid A. Hossain,Bangladeshi,Male,18-22,Postgraduate student (MSc),Anglia Ruskin University,Not a student,PhD Year 1,Computer Science,Low,A_no_explanation,2026-08-08 16:10:24,32.0,Yes — I thought it was about trust in AI,2,2.6,3.1,0.8,0.7,-0.401,2.8,12592,1,1,1,56,False,4.43,3.89,4,5
P0676,Nafis A. Ahmed,Bangladeshi,Male,18-22,Undergraduate student,Goldsmiths University of London,PhD / MPhil,PhD Year 3,Data Science & AI,Low,A_no_explanation,2026-08-05 15:54:30,46.3,No,1,3.7,3.0,1.0,0.7,-0.094,2.9,10547,0,0,0,79,True,3.74,5.95,2,4
P0677,Liam A. Robinson,British,Male,23-27,Working professional,North South University,PhD / MPhil,Year 1,Digital Marketing,High,C_counterfactual,2026-08-06 14:06:00,60.6,No,2,3.7,3.3,0.5,0.6,0.612,3.6,19195,2,2,3,86,False,4.57,5.6,5,4
P0678,Victoria B. Lee,British,Prefer not to say,28-32,Undergraduate student,Oxford Brookes University,BSc / BEng / BA,Year 2,Psychology,Low,A_no_explanation,2026-08-09 16:48:59,45.3,No,3,1.5,4.1,0.7,0.6,0.548,3.5,14112,1,1,2,84,False,4.34,5.57,2,3
